,Voltage,Current,Power,Time,Timestamp
0,221.11,1.38,305.13,2022-11-14 16:34:11.209656,1668418451.209656
1,220.78,1.36,300.26,2022-11-14 16:34:17.099420,1668418457.09942
2,220.91,1.48,326.95,2022-11-14 16:34:22.672950,1668418462.67295
3,220.99,1.32,291.71,2022-11-14 16:34:28.751357,1668418468.751357
4,221.07,1.32,291.81,2022-11-14 16:34:34.427614,1668418474.427614
5,221.21,1.48,327.39,2022-11-14 16:34:40.570083,1668418480.570083
6,221.4,1.48,327.67,2022-11-14 16:34:46.806791,1668418486.806791
7,221.21,1.44,318.54,2022-11-14 16:34:52.538341,1668418492.538341
8,220.94,1.46,322.57,2022-11-14 16:34:58.379578,1668418498.379578
9,220.91,1.51,333.57,2022-11-14 16:35:04.240617,1668418504.240617
10,,,,2022-11-14 16:35:13.124072,1668418513.124072
11,,,,2022-11-14 16:35:20.793485,1668418520.793485
12,,,,2022-11-14 16:35:27.836598,1668418527.836598
13,,,,2022-11-14 16:35:33.991370,1668418533.99137
14,,,,2022-11-14 16:35:40.772277,1668418540.772277
15,,,,2022-11-14 16:35:46.511084,1668418546.511084
16,,,,2022-11-14 16:35:52.625124,1668418552.625124
17,,,,2022-11-14 16:35:58.236288,1668418558.236288
18,,,,2022-11-14 16:36:04.089561,1668418564.089561
19,,,,2022-11-14 16:36:09.710527,1668418569.710527
