,Voltage,Current,Power,Time,Timestamp
38,220.92,0.01,2.21,2022-11-14 15:15:15.425786,1668413715.425786
39,220.58,0.02,4.41,2022-11-14 15:15:22.169675,1668413722.169675
40,220.96,0.01,2.21,2022-11-14 15:15:29.322483,1668413729.322483
41,220.49,0.02,4.41,2022-11-14 15:15:36.296366,1668413736.296366
42,220.83,0.02,4.42,2022-11-14 15:15:43.317186,1668413743.317186
43,220.73,0.01,2.21,2022-11-14 15:15:50.799168,1668413750.799168
44,220.92,0.02,4.42,2022-11-14 15:15:57.887495,1668413757.887495
45,220.88,0.03,6.63,2022-11-14 15:16:05.503540,1668413765.50354
46,220.73,0.03,6.62,2022-11-14 15:16:12.426368,1668413772.426368
47,221.2,0.02,4.42,2022-11-14 15:16:19.395273,1668413779.395273
48,220.96,0.01,2.21,2022-11-14 15:16:26.480623,1668413786.480623
49,220.99,0.02,4.42,2022-11-14 15:16:33.408845,1668413793.408845
50,220.84,0.02,4.42,2022-11-14 15:16:40.381648,1668413800.381648
51,221.08,0.02,4.42,2022-11-14 15:16:48.669031,1668413808.669031
52,220.81,0.02,4.42,2022-11-14 15:16:56.079216,1668413816.079216
53,220.78,0.03,6.62,2022-11-14 15:17:03.226173,1668413823.226173
54,220.67,0.02,4.41,2022-11-14 15:17:10.095559,1668413830.095559
55,220.6,0.03,6.62,2022-11-14 15:17:17.166503,1668413837.166503
56,220.88,0.02,4.42,2022-11-14 15:17:24.609829,1668413844.609829
57,220.74,0.02,4.41,2022-11-14 15:17:31.677141,1668413851.677141
58,220.74,0.02,4.41,2022-11-14 15:17:38.850314,1668413858.850314
59,220.65,0.02,4.41,2022-11-14 15:17:46.014358,1668413866.014358
60,221.01,0.02,4.42,2022-11-14 15:17:52.988132,1668413872.988132
61,221.13,0.02,4.42,2022-11-14 15:18:00.181376,1668413880.181376
62,220.53,0.02,4.41,2022-11-14 15:18:06.377723,1668413886.377723
63,220.48,0.03,6.61,2022-11-14 15:18:13.124733,1668413893.124733
64,220.84,0.02,4.42,2022-11-14 15:18:20.028174,1668413900.028174
65,220.55,0.02,4.41,2022-11-14 15:18:26.986817,1668413906.986817
66,220.55,0.02,4.41,2022-11-14 15:18:33.726516,1668413913.726516
67,220.65,0.02,4.41,2022-11-14 15:18:41.066122,1668413921.066122
68,220.79,0.02,4.42,2022-11-14 15:18:48.090653,1668413928.090653
69,220.62,0.02,4.41,2022-11-14 15:18:55.259474,1668413935.259474
70,220.84,0.02,4.42,2022-11-14 15:19:03.846229,1668413943.846229
71,220.73,0.03,6.62,2022-11-14 15:19:11.137611,1668413951.137611
72,220.84,0.02,4.42,2022-11-14 15:19:18.171231,1668413958.171231
73,220.87,0.02,4.42,2022-11-14 15:19:25.663994,1668413965.663994
74,220.62,0.02,4.41,2022-11-14 15:19:33.356693,1668413973.356693
75,220.57,0.01,2.21,2022-11-14 15:19:40.307245,1668413980.307245
76,220.86,0.02,4.42,2022-11-14 15:19:46.608789,1668413986.608789
77,220.88,0.02,4.42,2022-11-14 15:19:53.221166,1668413993.221166
78,220.6,0.03,6.62,2022-11-14 15:19:59.560720,1668413999.56072
79,220.86,0.02,4.42,2022-11-14 15:20:06.549632,1668414006.549632
80,220.73,0.02,4.41,2022-11-14 15:20:13.610315,1668414013.610315
81,220.58,0.03,6.62,2022-11-14 15:20:20.546534,1668414020.546534
82,220.76,0.03,6.62,2022-11-14 15:20:27.716419,1668414027.716419
83,221.17,0.02,4.42,2022-11-14 15:20:34.706400,1668414034.7064
84,220.88,0.02,4.42,2022-11-14 15:20:41.550595,1668414041.550595
85,220.33,0.02,4.41,2022-11-14 15:20:48.626838,1668414048.626838
86,220.73,0.02,4.41,2022-11-14 15:20:55.551589,1668414055.551589
87,220.74,0.02,4.41,2022-11-14 15:21:02.571427,1668414062.571427
88,220.93,0.02,4.42,2022-11-14 15:21:09.492530,1668414069.49253
89,220.65,0.02,4.41,2022-11-14 15:21:16.749905,1668414076.749905
90,220.0,0.02,4.4,2022-11-14 15:21:23.930251,1668414083.930251
91,220.44,0.02,4.41,2022-11-14 15:21:31.419966,1668414091.419966
92,220.7,0.03,6.62,2022-11-14 15:21:40.001013,1668414100.001013
93,220.6,0.02,4.41,2022-11-14 15:21:46.874474,1668414106.874474
94,220.89,0.02,4.42,2022-11-14 15:21:54.034903,1668414114.034903
95,220.31,0.03,6.61,2022-11-14 15:22:01.759239,1668414121.759239
96,220.88,0.02,4.42,2022-11-14 15:22:09.909409,1668414129.909409
97,220.83,0.02,4.42,2022-11-14 15:22:16.615363,1668414136.615363
98,220.83,0.02,4.42,2022-11-14 15:22:23.430596,1668414143.430596
99,220.7,0.03,6.62,2022-11-14 15:22:30.191485,1668414150.191485
