,Voltage,Current,Power,Time,Timestamp
0,224.45,0.05,11.22,2022-10-27 16:42:04.377829,1666863724.377829
1,224.48,0.05,11.22,2022-10-27 16:42:15.651318,1666863735.651318
2,224.59,0.05,11.23,2022-10-27 16:42:26.277548,1666863746.277548
3,224.48,0.05,11.22,2022-10-27 16:42:34.991760,1666863754.99176
4,224.5,0.04,8.98,2022-10-27 16:42:49.320734,1666863769.320734
5,224.54,0.05,11.23,2022-10-27 16:42:58.705882,1666863778.705882
6,224.59,0.05,11.23,2022-10-27 16:43:09.117489,1666863789.117489
7,224.49,0.05,11.22,2022-10-27 16:43:18.661098,1666863798.661098
8,224.53,0.04,8.98,2022-10-27 16:43:28.446230,1666863808.44623
9,224.67,0.05,11.23,2022-10-27 16:43:36.971988,1666863816.971988
10,224.48,0.05,11.22,2022-10-27 16:43:47.106054,1666863827.106054
11,224.62,0.05,11.23,2022-10-27 16:43:58.964642,1666863838.964642
12,224.63,0.06,13.48,2022-10-27 16:44:08.492084,1666863848.492084
13,224.64,0.06,13.48,2022-10-27 16:44:18.396396,1666863858.396396
14,224.85,0.05,11.24,2022-10-27 16:44:30.148398,1666863870.148398
15,224.67,0.05,11.23,2022-10-27 16:44:40.671458,1666863880.671458
16,224.45,0.05,11.22,2022-10-27 16:44:49.465925,1666863889.465925
17,224.63,0.05,11.23,2022-10-27 16:45:00.037888,1666863900.037888
18,224.65,0.05,11.23,2022-10-27 16:45:08.970768,1666863908.970768
19,224.56,0.05,11.23,2022-10-27 16:45:19.102830,1666863919.10283
20,224.46,0.06,13.47,2022-10-27 16:45:28.114636,1666863928.114636
21,224.45,0.06,13.47,2022-10-27 16:45:38.542449,1666863938.542449
22,224.37,0.05,11.22,2022-10-27 16:45:48.726784,1666863948.726784
23,224.59,0.05,11.23,2022-10-27 16:45:58.459385,1666863958.459385
24,224.54,0.05,11.23,2022-10-27 16:46:07.355626,1666863967.355626
25,224.69,0.06,13.48,2022-10-27 16:46:22.424224,1666863982.424224
26,224.56,0.06,13.47,2022-10-27 16:46:32.431748,1666863992.431748
27,224.75,0.06,13.48,2022-10-27 16:46:42.335566,1666864002.335566
28,224.58,0.06,13.47,2022-10-27 16:46:52.380715,1666864012.380715
29,224.48,0.06,13.47,2022-10-27 16:47:01.316308,1666864021.316308
30,,,,2022-10-27 16:47:13.912714,1666864033.912714
31,,,,2022-10-27 16:47:24.717483,1666864044.717483
32,,,,2022-10-27 16:47:33.364320,1666864053.36432
33,,,,2022-10-27 16:47:42.301181,1666864062.301181
34,,,,2022-10-27 16:47:50.941401,1666864070.941401
35,,,,2022-10-27 16:48:16.290120,1666864096.29012
36,,,,2022-10-27 16:48:26.165492,1666864106.165492
37,,,,2022-10-27 16:48:36.463061,1666864116.463061
38,,,,2022-10-27 16:48:49.787554,1666864129.787554
39,,,,2022-10-27 16:48:58.297858,1666864138.297858
40,,,,2022-10-27 16:49:06.756075,1666864146.756075
41,,,,2022-10-27 16:49:16.792891,1666864156.792891
42,,,,2022-10-27 16:49:25.189059,1666864165.189059
43,,,,2022-10-27 16:49:34.817674,1666864174.817674
44,,,,2022-10-27 16:49:43.666380,1666864183.66638
45,,,,2022-10-27 16:49:53.246428,1666864193.246428
46,,,,2022-10-27 16:50:01.772684,1666864201.772684
47,,,,2022-10-27 16:50:15.182936,1666864215.182936
48,,,,2022-10-27 16:50:24.930031,1666864224.930031
49,,,,2022-10-27 16:50:34.631508,1666864234.631508
50,,,,2022-10-27 16:50:47.256404,1666864247.256404
51,,,,2022-10-27 16:50:58.662437,1666864258.662437
52,,,,2022-10-27 16:51:07.585535,1666864267.585535
53,,,,2022-10-27 16:51:17.577980,1666864277.57798
54,,,,2022-10-27 16:51:26.479818,1666864286.479818
55,,,,2022-10-27 16:51:35.126264,1666864295.126264
56,,,,2022-10-27 16:51:46.219196,1666864306.219196
57,,,,2022-10-27 16:51:56.843453,1666864316.843453
58,,,,2022-10-27 16:52:05.704022,1666864325.704022
59,,,,2022-10-27 16:52:15.637449,1666864335.637449
